,days_past_due,principal_balance,principal_paid
45722,606,0.0,3556.52
45723,0,0.0,20000.0
45724,29,21846.52,8153.48
45725,60,12500.0,0.0
45726,606,0.0,1058.33
45727,60,14803.36,196.64
45728,60,9129.9,870.1
45729,0,0.0,6700.0
45730,0,0.0,25000.0
45731,1064,0.0,5716.96
45732,60,12171.25,2828.75
45733,606,0.0,8769.17
45734,0,0.0,4875.0
45735,29,204.25,5795.75
45736,60,19580.35,494.65
45737,29,12723.58,9776.42
45738,0,0.0,8000.0
45739,272,0.0,5090.44
45740,60,2065.82,18559.18
45741,0,0.0,14700.0
45742,0,0.0,10000.0
45743,516,0.0,10808.38
45744,60,18793.07,13206.93
45745,60,22941.71,7058.29
45746,667,0.0,2345.31
45747,60,10363.75,4636.25
45748,29,11385.07,13614.93
45749,0,0.0,12000.0
45750,29,12995.26,6604.74
45751,0,0.0,9700.0
45752,60,6949.78,14050.22
45753,1671,0.0,3919.54
45754,272,0.0,1449.35
45755,60,14237.32,337.68
45756,0,0.0,7500.0
45757,60,5948.98,5326.02
45758,60,9199.52,6800.48
45759,0,0.0,35000.0
45760,60,507.23,592.77
45761,0,0.0,31400.0
45762,0,0.0,10000.0
45763,29,11160.53,18839.47
45764,60,8325.57,1674.43
45765,29,6974.22,1025.78
45766,1490,0.0,3118.8
45767,29,630.85,8569.15
45768,0,0.0,1200.0
45769,302,0.0,5244.95
45770,0,0.0,13575.0
45771,60,22554.44,12445.56
45772,60,23786.64,8213.36
45773,60,17824.05,7175.95
45774,0,0.0,6000.0
45775,0,0.0,6000.0
45776,0,0.0,12000.0
45777,29,4930.53,1069.47
45778,0,0.0,8000.0
45779,0,0.0,16000.0
45780,29,3693.7,306.3
45781,29,24031.19,968.81
45782,667,0.0,3710.3
45783,29,38414.48,1585.52
45784,0,0.0,22075.0
45785,0,0.0,28325.0
45786,0,0.0,6750.0
45787,29,8014.92,1985.08
45788,0,0.0,8800.0
45789,60,18103.13,11896.87
45790,60,1357.76,18442.24
45791,29,2385.89,6614.11
45792,60,1658.87,3341.13
45793,60,3726.5,1073.5
45794,0,0.0,8875.0
45795,60,9858.66,4541.34
45796,29,17894.42,17105.58
45797,425,0.0,4099.06
45798,60,966.96,9033.04
45799,0,0.0,25000.0
45800,0,0.0,16000.0
45801,0,0.0,17500.0
45802,60,1325.43,3674.57
45803,0,0.0,8600.0
45804,0,0.0,5725.0
45805,0,0.0,35000.0
45806,60,15317.91,1732.09
45807,0,0.0,24250.0
45808,0,0.0,12500.0
45809,60,9160.54,839.46
45810,0,0.0,12000.0
45811,0,0.0,26200.0
45812,60,684.0,10316.0
45813,0,0.0,9600.0
45814,60,10466.44,3933.56
45815,60,25311.37,4288.63
45816,60,33418.55,1581.45
45817,0,0.0,6000.0
45818,29,6641.54,1358.46
45819,0,0.0,24000.0
45820,29,9779.46,2220.54
45821,0,0.0,7000.0
45822,60,10379.25,2220.75
45823,0,0.0,20000.0
45824,60,1351.34,20648.66
45825,60,3242.17,31757.83
45826,0,0.0,20000.0
45827,0,0.0,8800.0
45828,1156,0.0,498.54
45829,0,0.0,9100.0
45830,60,7937.37,24062.63
45831,29,4916.38,2583.62
45832,60,9468.63,2431.37
45833,29,6615.93,1384.07
45834,29,9447.59,3552.41
45835,0,0.0,15250.0
45836,0,0.0,6000.0
45837,0,0.0,18700.0
45838,0,0.0,12000.0
45839,60,31273.71,726.29
45840,60,477.51,2522.49
45841,0,0.0,20000.0
45842,29,3509.15,2490.85
45843,60,25000.0,0.0
45844,60,9302.08,15697.92
45845,0,0.0,16000.0
45846,29,3670.01,79.99
45847,60,35152.05,847.95
45848,60,39005.15,994.85
45849,29,5542.48,2457.52
45850,637,0.0,9370.3
45851,60,5922.88,477.12
45852,60,9328.69,10671.31
45853,29,5369.89,230.11
45854,1094,0.0,2152.07
45855,60,5140.0,6860.0
45856,0,0.0,10000.0
45857,0,0.0,15000.0
45858,29,16238.16,761.84
45859,60,7492.66,1507.34
45860,29,11774.8,1000.2
45861,1337,0.0,3853.53
45862,60,4556.36,3843.64
45863,60,11089.52,910.48
45864,0,0.0,10000.0
45865,0,0.0,19800.0
45866,60,5651.28,373.72
45867,0,0.0,23999.99
45868,29,4663.53,336.47
45869,29,14400.87,1599.13
45870,90,24710.61,3289.39
45871,0,0.0,15000.0
45872,29,19233.32,766.68
45873,60,5544.53,4455.47
45874,0,0.0,29175.0
45875,0,0.0,21000.0
45876,759,0.0,11652.22
45877,333,0.0,8324.02
45878,60,39554.41,445.59
45879,0,0.0,20000.0
45880,0,0.0,12000.0
45881,394,0.0,947.2
45882,29,25856.46,5418.54
45883,29,39447.91,552.09
45884,60,15000.0,0.0
45885,60,17989.22,2460.78
45886,0,0.0,9450.0
45887,0,0.0,12800.0
45888,0,0.0,20225.0
45889,667,0.0,14492.91
45890,60,789.17,2485.83
45891,394,0.0,1015.04
45892,29,34956.71,5043.29
45893,0,0.0,15000.0
45894,0,0.0,10000.0
45895,90,12180.66,7819.34
45896,0,0.0,24000.0
45897,0,0.0,14000.0
45898,60,17706.14,10293.86
45899,0,0.0,15000.0
45900,0,0.0,5000.0
45901,60,3584.77,4415.23
45902,60,6875.72,3274.28
45903,60,4559.38,3440.62
45904,60,6229.64,3070.36
45905,486,0.0,3414.76
45906,29,2501.56,498.44
45907,60,16277.31,8722.69
45908,1156,0.0,3953.41
45909,151,4993.42,3006.58
45910,60,5909.91,6690.09
45911,425,0.0,10097.41
45912,29,12108.83,1891.17
45913,60,1356.54,5643.46
45914,60,20000.0,0.0
45915,60,12531.22,3468.78
45916,0,0.0,17000.0
45917,29,6825.23,28174.77
45918,60,7615.59,2384.41
45919,0,0.0,10000.0
45920,728,0.0,2043.8
45921,0,0.0,14000.0
45922,29,6138.15,3861.85
45923,0,0.0,12000.0
45924,60,10538.41,1461.59
45925,60,11356.4,3643.6
45926,60,14110.94,5889.06
45927,29,10941.2,5858.8
45928,0,0.0,5000.0
45929,0,0.0,8275.0
45930,60,22573.79,2426.21
45931,60,12722.58,17452.42
45932,0,0.0,5000.0
45933,60,5000.0,0.0
45934,394,0.0,2837.61
45935,0,0.0,28000.0
45936,0,0.0,7675.0
45937,60,12105.84,9494.16
45938,29,4581.53,8418.47
45939,0,0.0,30000.0
45940,29,2920.56,3079.44
45941,29,4546.8,7453.2
45942,0,0.0,8000.0
45943,60,1029.85,970.15
45944,60,17295.39,704.61
45945,29,12117.63,6157.37
45946,60,7777.7,13222.3
45947,425,0.0,1783.81
45948,1064,0.0,7376.13
45949,60,18618.86,5381.14
45950,60,14616.64,1383.36
45951,272,0.0,5359.2
45952,60,3794.16,1705.84
45953,60,13845.06,6154.94
45954,60,4031.36,2368.64
45955,60,9300.08,6699.92
45956,0,0.0,12000.0
45957,1125,0.0,1502.58
45958,29,4659.5,840.5
45959,820,0.0,1578.9
45960,60,3355.57,2644.43
45961,60,8798.08,1201.92
45962,0,0.0,5000.0
45963,60,13912.71,1087.29
45964,0,0.0,6000.0
45965,60,9778.05,2221.95
45966,241,0.0,705.97
45967,60,1395.89,1104.11
45968,60,4532.2,20467.8
45969,60,13674.73,1325.27
45970,29,5279.64,4720.36
45971,60,35910.24,4089.76
45972,820,0.0,4637.88
45973,29,1576.63,2423.37
45974,0,0.0,14000.0
45975,29,16125.38,3874.62
45976,0,0.0,7000.0
45977,394,0.0,1113.09
45978,0,0.0,10550.0
45979,60,7994.63,8005.37
45980,394,0.0,1669.43
45981,333,0.0,8588.26
45982,0,0.0,5500.0
45983,60,15938.17,10311.83
45984,0,0.0,25000.0
45985,29,4447.93,20552.07
45986,60,3976.47,2023.53
45987,0,0.0,19200.0
45988,0,0.0,4000.0
45989,820,0.0,3671.59
45990,60,3476.27,2523.73
45991,60,3567.33,6432.67
45992,1278,0.0,6185.72
45993,0,0.0,30000.0
45994,60,33126.43,4873.57
45995,1337,0.0,4929.44
45996,121,5318.67,681.33
45997,29,3480.23,519.77
45998,0,0.0,28000.0
45999,0,0.0,28000.0
46000,0,0.0,8000.0
46001,0,0.0,6100.0
46002,0,0.0,16000.0
46003,0,0.0,7775.0
46004,60,16494.03,8505.97
46005,0,0.0,14500.0
46006,0,0.0,18450.0
46007,0,0.0,2450.0
46008,29,3800.04,199.96
46009,121,40000.0,0.0
46010,60,27690.13,12309.87
46011,0,0.0,7200.0
46012,60,18455.94,744.06
46013,60,3571.5,9228.5
46014,60,11484.37,515.63
46015,60,31269.13,730.87
46016,0,0.0,3000.0
46017,941,0.0,4857.18
46018,0,0.0,3300.0
46019,60,7676.13,7323.87
46020,29,13448.8,1551.2
46021,60,23470.48,6529.52
46022,0,0.0,4500.0
46023,29,8901.76,1098.24
46024,60,2871.22,2928.78
46025,60,13319.42,1680.58
46026,60,19527.95,472.05
46027,394,0.0,3959.33
46028,29,7956.77,2043.23
46029,60,13016.23,1183.77
46030,60,568.04,1831.96
46031,0,0.0,25000.0
46032,60,4940.57,109.43
46033,0,0.0,10000.0
46034,29,4223.41,226.59
46035,60,28507.68,1492.32
46036,60,10221.06,1778.94
46037,0,0.0,35000.0
46038,60,23136.34,1863.66
46039,29,3227.84,6772.16
46040,60,6866.25,2133.75
46041,0,0.0,30000.0
46042,60,39057.83,942.17
46043,29,4633.54,3366.46
46044,29,14288.52,711.48
46045,60,4208.98,5791.02
46046,0,0.0,6000.0
46047,0,0.0,24000.0
46048,60,387.38,1612.62
46049,0,0.0,15000.0
46050,0,0.0,4400.0
46051,0,0.0,30000.0
46052,0,0.0,30000.0
46053,0,0.0,8000.0
46054,60,12029.59,3970.41
46055,0,0.0,15000.0
46056,0,0.0,8050.0
46057,60,23879.94,1120.06
46058,0,0.0,3500.0
46059,0,0.0,8000.0
46060,0,0.0,34100.0
46061,60,1242.53,2757.47
46062,0,0.0,15000.0
46063,29,5881.52,1618.48
46064,0,0.0,16000.0
46065,60,10054.51,5945.49
46066,0,0.0,12000.0
46067,0,0.0,24000.0
46068,29,3171.65,5828.35
46069,29,9449.1,12700.9
46070,0,0.0,15000.0
46071,0,0.0,10000.0
46072,0,0.0,4000.0
46073,29,1817.99,4182.01
46074,0,0.0,2300.0
46075,0,0.0,25150.0
46076,60,17731.31,12268.69
46077,0,0.0,2000.0
46078,60,11976.07,5023.93
46079,0,0.0,6000.0
46080,60,4760.12,11239.88
46081,728,0.0,2617.26
46082,60,3525.0,0.0
46083,60,11887.29,237.71
46084,0,0.0,20000.0
46085,0,0.0,12800.0
46086,60,8825.79,1174.21
46087,0,0.0,12000.0
46088,0,0.0,8000.0
46089,60,10718.25,3281.75
46090,0,0.0,20000.0
46091,0,0.0,13000.0
46092,60,2633.12,4966.88
46093,0,0.0,6000.0
46094,60,14817.59,3182.41
46095,29,31366.89,3633.11
46096,60,8369.67,3630.33
46097,0,0.0,22000.0
46098,60,1738.99,6411.01
46099,60,15000.0,0.0
46100,0,0.0,14375.0
46101,60,14900.61,1899.39
46102,29,18233.04,1766.96
46103,759,0.0,2393.0
46104,60,1436.85,163.15
46105,29,971.92,4028.08
46106,60,3054.83,3945.17
46107,516,0.0,6639.27
46108,759,0.0,3714.88
46109,394,0.0,4038.69
46110,29,9165.06,5834.94
46111,60,12159.19,8065.81
46112,60,4464.05,7535.95
46113,60,18360.88,1639.12
46114,29,16673.2,3626.8
46115,0,0.0,9600.0
46116,0,0.0,8525.0
46117,0,0.0,7500.0
46118,60,803.01,5196.99
46119,0,0.0,11200.0
46120,60,19996.68,1003.32
46121,60,3744.93,2255.07
46122,0,0.0,6000.0
46123,0,0.0,6000.0
46124,60,6571.12,3428.88
46125,0,0.0,7000.0
46126,0,0.0,11000.0
46127,0,0.0,28000.0
46128,29,11491.85,6508.15
46129,60,14668.32,331.68
46130,60,4820.7,3179.3
46131,0,0.0,12000.0
46132,60,14074.33,13125.67
46133,0,0.0,28800.0
46134,0,0.0,5000.0
46135,60,1975.89,4049.11
46136,29,6887.62,6112.38
46137,29,893.4,2406.6
46138,0,0.0,5600.0
46139,0,0.0,28000.0
46140,0,0.0,10000.0
46141,29,823.33,1176.67
46142,0,0.0,16000.0
46143,0,0.0,8000.0
46144,60,6569.24,9030.76
46145,0,0.0,4175.0
46146,0,0.0,10000.0
46147,29,8425.57,12574.43
46148,60,1077.84,10247.16
46149,60,27374.48,2625.52
46150,0,0.0,6000.0
46151,29,12506.94,7493.06
46152,0,0.0,16000.0
46153,1278,0.0,2910.46
46154,90,7424.71,1225.29
46155,0,0.0,35000.0
46156,0,0.0,24000.0
46157,0,0.0,35000.0
46158,29,1625.08,374.92
46159,29,6230.1,5769.9
46160,60,24121.41,10878.59
46161,60,15336.2,1338.8
46162,0,0.0,15050.0
46163,29,3678.08,2321.92
46164,60,9522.69,477.31
46165,0,0.0,13175.0
46166,0,0.0,35000.0
46167,0,0.0,16425.0
46168,60,696.37,328.63
46169,29,25358.35,4641.65
46170,60,8985.4,1014.6
46171,60,19332.26,667.74
46172,0,0.0,15000.0
46173,0,0.0,4725.0
46174,790,0.0,2546.27
46175,2251,0.0,329.75
46176,0,0.0,25000.0
46177,0,0.0,12000.0
46178,60,8047.14,7952.86
46179,60,5900.64,1299.36
46180,0,0.0,17150.0
46181,60,3531.93,5468.07
46182,29,4827.27,4072.73
46183,60,8301.87,1698.13
46184,0,0.0,19300.0
46185,60,1325.88,3674.12
46186,0,0.0,4000.0
46187,912,0.0,1350.99
46188,0,0.0,7000.0
46189,667,0.0,1407.02
46190,29,6941.7,608.3
46191,0,0.0,6500.0
46192,0,0.0,25000.0
46193,60,2485.07,1114.93
46194,29,5590.48,409.52
46195,0,0.0,8000.0
46196,60,6033.67,5466.33
46197,0,0.0,7000.0
46198,60,10040.67,17959.33
46199,60,11417.75,15582.25
46200,60,706.31,1243.69
46201,0,0.0,13000.0
46202,60,6213.81,13786.19
46203,667,0.0,3867.28
46204,60,2331.75,168.25
46205,0,0.0,15000.0
46206,0,0.0,12450.0
46207,60,25000.0,0.0
46208,60,16000.0,0.0
46209,60,9325.36,4174.64
46210,0,0.0,9600.0
46211,29,17456.72,2543.28
46212,972,0.0,3935.46
46213,60,14218.16,781.84
46214,0,0.0,13825.0
46215,60,2198.81,4201.19
46216,29,14046.81,1953.19
46217,0,0.0,8925.0
46218,60,4995.88,1079.12
46219,0,0.0,18000.0
46220,0,0.0,18000.0
46221,29,15720.86,4279.14
46222,60,3145.64,1904.36
46223,60,10000.0,0.0
46224,0,0.0,21875.0
46225,0,0.0,15000.0
46226,29,13927.93,1072.07
46227,0,0.0,14400.0
46228,60,8608.32,1591.68
46229,60,22757.72,9242.28
46230,60,1263.9,8736.1
46231,0,0.0,10000.0
46232,29,21467.94,357.06
46233,210,0.0,6089.94
46234,60,2655.64,4344.36
46235,0,0.0,22200.0
46236,60,16906.02,3093.98
46237,29,18480.03,1519.97
46238,60,4415.61,3584.39
46239,0,0.0,16000.0
46240,29,12845.98,11154.02
46241,0,0.0,20000.0
46242,29,5568.4,831.6
46243,0,0.0,20950.0
46244,60,27172.27,2827.73
46245,0,0.0,12000.0
46246,60,5679.88,1320.12
46247,333,0.0,5265.07
46248,0,0.0,7000.0
46249,0,0.0,15000.0
46250,29,18550.28,1449.72
46251,60,2387.02,612.98
46252,881,0.0,8097.28
46253,29,1316.11,20683.89
46254,29,17929.69,12070.31
46255,0,0.0,28000.0
46256,0,0.0,20000.0
46257,60,15000.0,0.0
46258,851,0.0,1377.17
46259,1094,0.0,2159.81
46260,60,3500.11,2949.89
46261,0,0.0,18075.0
46262,0,0.0,25325.0
46263,0,0.0,35000.0
46264,0,0.0,15000.0
46265,820,0.0,17348.0
46266,455,0.0,1408.57
46267,0,0.0,16000.0
46268,0,0.0,12000.0
46269,0,0.0,5275.0
46270,29,8817.04,11182.96
46271,29,15120.59,1679.41
46272,29,2791.76,2208.24
46273,60,2713.82,2286.18
46274,29,10565.23,434.77
46275,60,9397.65,4602.35
46276,60,2791.93,3233.07
46277,29,24905.06,15094.94
46278,0,0.0,24375.0
46279,60,23725.0,0.0
46280,0,0.0,5950.0
46281,0,0.0,11475.0
46282,728,0.0,6346.7
46283,60,12718.57,1281.43
46284,29,10225.92,9774.08
46285,60,10238.8,1761.2
46286,0,0.0,13550.0
46287,0,0.0,8000.0
46288,60,1287.51,212.49
46289,0,0.0,18000.0
46290,0,0.0,8000.0
46291,0,0.0,15000.0
46292,29,2788.89,211.11
46293,60,4169.32,830.68
46294,0,0.0,5000.0
46295,60,12723.22,2276.78
46296,0,0.0,3500.0
46297,60,2714.58,885.42
46298,29,10383.36,9616.64
46299,60,4507.67,1492.33
46300,60,1502.56,497.44
46301,60,4262.59,737.41
46302,1459,0.0,8337.99
46303,29,10788.2,13211.8
46304,29,9216.87,783.13
46305,0,0.0,13000.0
46306,29,18991.05,1008.95
46307,0,0.0,24250.0
46308,0,0.0,24000.0
46309,60,7865.07,3134.93
46310,60,7049.74,4450.26
46311,1094,0.0,4626.91
46312,0,0.0,14600.0
46313,210,0.0,5797.75
46314,60,12000.0,0.0
46315,29,4066.17,10933.83
46316,29,12699.84,5300.16
46317,60,22477.96,522.04
46318,941,0.0,1585.03
46319,29,9301.77,25698.23
46320,0,0.0,4725.0
46321,60,3633.66,1366.34
46322,60,6639.57,3360.43
46323,60,2651.15,7348.85
46324,0,0.0,12000.0
46325,60,30722.57,2277.43
46326,0,0.0,16000.0
46327,0,0.0,24000.0
46328,0,0.0,25000.0
46329,0,0.0,8125.0
46330,29,14530.65,2269.35
46331,0,0.0,4000.0
46332,0,0.0,14000.0
46333,29,6585.77,8414.23
46334,29,778.36,24221.64
46335,0,0.0,25000.0
46336,0,0.0,4200.0
46337,60,9699.22,5450.78
46338,60,11310.83,1689.17
46339,1125,0.0,1180.91
46340,0,0.0,21000.0
46341,0,0.0,14000.0
46342,0,0.0,16000.0
46343,60,8911.38,16088.62
46344,0,0.0,11200.0
46345,0,0.0,11200.0
46346,0,0.0,6625.0
46347,820,0.0,3581.12
46348,60,2360.32,12639.68
46349,60,4802.52,2197.48
46350,29,4755.7,2244.3
46351,29,17067.73,6932.27
46352,60,9450.19,6149.81
46353,60,9832.78,1367.22
46354,0,0.0,12800.0
46355,60,5886.63,9113.37
46356,60,10744.89,19255.11
46357,0,0.0,3000.0
46358,0,0.0,5500.0
46359,29,2527.49,10472.51
46360,29,528.21,1221.79
46361,60,4901.22,7098.78
46362,0,0.0,16000.0
46363,0,0.0,5000.0
46364,0,0.0,7350.0
46365,455,0.0,1923.12
46366,0,0.0,30000.0
46367,29,7.49,4992.51
46368,29,29712.65,4287.35
46369,516,0.0,1600.61
46370,60,6121.37,3878.63
46371,60,10623.06,1376.94
46372,0,0.0,24250.0
46373,0,0.0,5500.0
46374,60,12750.0,0.0
46375,0,0.0,5000.0
46376,0,0.0,30000.0
46377,0,0.0,1000.0
46378,547,0.0,5105.97
46379,29,4117.37,1882.63
46380,29,3794.05,205.95
46381,29,242.85,7757.15
46382,0,0.0,21000.0
46383,60,10730.96,9269.04
46384,0,0.0,18000.0
46385,0,0.0,4000.0
46386,60,11628.93,10371.07
46387,0,0.0,10000.0
46388,0,0.0,20000.0
46389,0,0.0,24700.0
46390,29,10531.92,4468.08
46391,29,5222.69,777.31
46392,0,0.0,13000.0
46393,60,1959.25,40.75
46394,60,3421.68,2578.32
46395,60,7108.53,2541.47
46396,0,0.0,6000.0
46397,0,0.0,27125.0
46398,60,16377.64,3622.36
46399,29,7128.49,371.51
46400,182,2654.5,945.5
46401,0,0.0,31000.0
46402,60,1950.63,49.37
46403,0,0.0,28000.0
46404,29,23238.78,11761.22
46405,0,0.0,12000.0
46406,0,0.0,35000.0
46407,0,0.0,21000.0
46408,29,3722.5,10277.5
46409,60,4879.28,120.72
46410,0,0.0,20000.0
46411,0,0.0,12000.0
46412,0,0.0,5000.0
46413,29,4356.77,6218.23
46414,0,0.0,12000.0
46415,0,0.0,13675.0
46416,60,6783.03,28216.97
46417,0,0.0,6000.0
46418,0,0.0,24000.0
46419,0,0.0,25000.0
46420,29,9379.71,1820.29
46421,0,0.0,15000.0
46422,0,0.0,13000.0
46423,0,0.0,10000.0
46424,29,3931.87,8568.13
46425,29,10026.91,4973.09
46426,0,0.0,16000.0
46427,29,1100.74,999.26
46428,0,0.0,9250.0
46429,0,0.0,5000.0
46430,60,9485.14,514.86
46431,60,7957.53,4042.47
46432,29,6195.0,10155.0
46433,0,0.0,30000.0
46434,60,20000.0,0.0
46435,0,0.0,8100.0
46436,60,23849.14,4150.86
46437,29,6200.27,10599.73
46438,29,2659.34,340.66
46439,29,5866.64,2133.36
46440,29,4162.59,837.41
46441,29,27726.3,7273.7
46442,60,170.0,4830.0
46443,0,0.0,5000.0
46444,0,0.0,5000.0
46445,60,11702.21,297.79
46446,210,0.0,2724.42
46447,0,0.0,7000.0
46448,0,0.0,10000.0
46449,29,21528.72,10471.28
46450,60,11395.27,3004.73
46451,0,0.0,15000.0
46452,0,0.0,13200.0
46453,0,0.0,9600.0
46454,29,4916.26,5083.74
46455,60,13109.64,7890.36
46456,29,4727.33,1272.67
46457,60,31653.21,8346.79
46458,210,0.0,4666.55
46459,60,5658.0,9342.0
46460,60,5256.89,2743.11
46461,0,0.0,32000.0
46462,0,0.0,4000.0
46463,60,21711.23,988.77
46464,0,0.0,29975.0
46465,60,3820.87,979.13
46466,29,30894.5,8505.5
46467,241,0.0,8022.24
46468,547,0.0,3768.68
46469,0,0.0,7000.0
46470,0,0.0,9000.0
46471,60,2795.41,2204.59
46472,0,0.0,12000.0
46473,0,0.0,10000.0
46474,0,0.0,16850.0
46475,1368,0.0,430.92
46476,60,14813.66,4186.34
46477,29,7585.3,8414.7
46478,0,0.0,21000.0
46479,60,743.43,11256.57
46480,60,22712.93,7287.07
46481,29,9280.21,719.79
46482,0,0.0,8000.0
46483,0,0.0,7950.0
46484,0,0.0,3600.0
46485,0,0.0,8500.0
46486,0,0.0,6000.0
46487,29,6112.96,19987.04
46488,60,10040.38,9959.62
46489,0,0.0,1875.0
46490,60,19273.76,12726.24
46491,0,0.0,5000.0
46492,60,3526.37,5473.63
46493,90,9240.88,759.12
46494,60,5710.5,4289.5
46495,425,0.0,3089.1
46496,60,37540.29,2459.71
46497,0,0.0,35000.0
46498,29,17423.7,976.3
46499,60,19617.43,10382.57
46500,820,0.0,7074.66
46501,60,12469.16,17530.84
46502,0,0.0,25000.0
46503,60,559.02,15440.98
46504,60,23439.21,6160.79
46505,0,0.0,18000.0
46506,394,0.0,3348.42
46507,60,13310.8,2289.2
46508,0,0.0,12000.0
46509,0,0.0,8000.0
46510,0,0.0,10000.0
46511,60,3421.94,2578.06
46512,29,1984.49,2015.51
46513,29,9636.25,14363.75
46514,667,0.0,432.29
46515,60,3077.02,13722.98
46516,60,11146.28,3853.72
46517,29,12436.89,2563.11
46518,0,0.0,5000.0
46519,29,4277.08,222.92
46520,425,0.0,5812.91
46521,0,0.0,10150.0
46522,60,2377.87,822.13
46523,60,7435.21,2564.79
46524,1306,0.0,5019.14
46525,29,1888.32,10111.68
46526,667,0.0,683.76
46527,0,0.0,20400.0
46528,60,19497.84,502.16
46529,0,0.0,10000.0
46530,0,0.0,5400.0
46531,29,18642.0,6358.0
46532,60,10861.09,3138.91
46533,0,0.0,12000.0
46534,0,0.0,20000.0
46535,0,0.0,30000.0
46536,0,0.0,8000.0
46537,1064,0.0,1946.45
46538,0,0.0,12000.0
46539,60,10558.66,1441.34
46540,60,13022.87,6977.13
46541,60,27209.69,790.31
46542,60,9789.96,210.04
46543,0,0.0,20000.0
46544,60,17593.35,2406.65
46545,0,0.0,19200.0
46546,0,0.0,20000.0
46547,29,1474.08,1525.92
46548,241,0.0,1989.08
46549,60,6117.27,882.73
46550,0,0.0,7000.0
46551,0,0.0,25000.0
46552,0,0.0,8000.0
46553,29,1710.18,289.82
46554,60,3921.95,878.05
46555,0,0.0,17000.0
46556,0,0.0,7200.0
46557,0,0.0,6475.0
46558,0,0.0,15000.0
46559,0,0.0,16000.0
46560,60,22035.91,5964.09
46561,60,13077.9,1922.1
46562,60,19000.0,0.0
46563,60,19103.93,896.07
46564,0,0.0,19000.0
46565,0,0.0,17925.0
46566,60,4382.08,2017.92
46567,29,6784.17,5115.83
46568,1217,0.0,4618.74
46569,60,10992.52,12007.48
46570,60,4456.27,2543.73
46571,29,15358.62,2641.38
46572,60,9136.55,10863.45
46573,60,6940.89,559.11
46574,60,2279.64,4220.36
46575,60,0.0,2547.39
46576,29,2405.58,7594.42
46577,29,5799.01,22200.99
46578,0,0.0,16000.0
46579,0,0.0,16000.0
46580,29,17751.42,4648.58
46581,60,15328.91,13671.09
46582,0,0.0,10000.0
46583,1459,0.0,2681.96
46584,0,0.0,8000.0
46585,29,11761.88,3238.12
46586,0,0.0,35000.0
46587,0,0.0,18500.0
46588,29,2191.65,5808.35
46589,60,19075.04,5924.96
46590,60,19524.03,1750.97
46591,0,0.0,2200.0
46592,60,9103.51,896.49
46593,29,18046.85,1953.15
46594,0,0.0,27575.0
46595,29,33320.19,6679.81
46596,698,0.0,2583.71
46597,60,3789.43,2710.57
46598,0,0.0,16000.0
46599,0,0.0,3500.0
46600,29,1990.02,509.98
46601,29,12871.95,2128.05
46602,0,0.0,10000.0
46603,60,27250.29,8749.71
46604,0,0.0,9900.0
46605,0,0.0,10400.0
46606,0,0.0,10500.0
46607,60,11311.21,6688.79
46608,90,14778.49,2021.51
46609,972,0.0,181.59
46610,302,0.0,907.53
46611,0,0.0,6500.0
46612,29,8118.83,4881.17
46613,0,0.0,1550.0
46614,60,2172.95,827.05
46615,0,0.0,13000.0
46616,29,3225.06,774.94
46617,60,108.63,916.37
46618,0,0.0,20000.0
46619,0,0.0,14000.0
46620,60,30529.48,1470.52
46621,0,0.0,25000.0
46622,0,0.0,20000.0
46623,0,0.0,13350.0
46624,0,0.0,7999.99
46625,60,20688.85,311.15
46626,29,3912.43,1087.57
46627,667,0.0,3094.03
46628,0,0.0,9600.0
46629,60,3088.81,2911.19
46630,60,4875.64,9124.36
46631,0,0.0,6500.0
46632,60,6036.49,13963.51
46633,29,4470.85,15529.15
46634,29,448.6,9551.4
46635,90,23899.36,6100.64
46636,60,4732.62,8267.38
46637,60,7438.89,2561.11
46638,29,14077.6,922.4
46639,0,0.0,21000.0
46640,516,0.0,753.77
46641,60,2972.06,15027.94
46642,0,0.0,15775.0
46643,60,14026.0,5724.0
46644,0,0.0,20000.0
46645,60,9280.21,719.79
46646,60,11258.69,741.31
46647,881,0.0,4164.42
46648,728,0.0,14122.98
46649,60,2910.28,7089.72
46650,698,0.0,1944.57
46651,881,0.0,0.0
46652,0,0.0,10700.0
46653,29,14172.26,5827.74
46654,0,0.0,5500.0
46655,1186,0.0,2732.23
46656,637,0.0,13102.17
46657,0,0.0,11000.0
46658,29,10655.52,1344.48
46659,0,0.0,3000.0
46660,29,5236.19,12363.81
46661,60,3377.49,3122.51
46662,60,10568.02,9431.98
46663,60,7062.59,8937.41
46664,0,0.0,10000.0
46665,0,0.0,10000.0
46666,60,8469.29,1530.71
46667,60,7170.89,2829.11
46668,1582,0.0,2654.2
46669,60,14068.24,931.76
46670,60,4349.45,4650.55
46671,60,7592.43,782.57
46672,60,10116.13,883.87
46673,60,3924.73,16075.27
46674,29,2798.11,201.89
46675,0,0.0,9875.0
46676,0,0.0,5000.0
46677,29,35192.46,4807.54
46678,60,3336.01,8663.99
46679,0,0.0,12000.0
46680,0,0.0,10200.0
46681,0,0.0,28100.0
46682,60,5251.67,5248.33
46683,60,11710.28,289.72
46684,60,24151.3,5848.7
46685,0,0.0,21000.0
46686,0,0.0,19000.0
46687,60,5021.81,1978.19
46688,0,0.0,21600.0
46689,0,0.0,22000.0
46690,516,0.0,1440.36
46691,90,8302.03,1697.97
46692,1033,0.0,1713.65
46693,60,25000.0,0.0
